Claim Number;date_of_loss;dayofweek;isweekend;month;season;Notifier;Loss_code;Loss_description;Notification_period;Inception_to_loss;Location_of_incident;Weather_conditions;Vehicle_mobile;Time_hour;Main_driver;Vechile_registration_present;Incident_details_present;Injury_details_present;TP_type_insd_pass_back;TP_type_insd_pass_front;TP_type_driver;TP_type_pass_back;TP_type_pass_front;TP_type_bike;TP_type_cyclist;TP_type_pass_multi;TP_type_pedestrian;TP_type_other;TP_type_nk;TP_injury_whiplash;TP_injury_traumatic;TP_injury_fatality;TP_injury_unclear;TP_injury_nk;TP_region_eastang;TP_region_eastmid;TP_region_london;TP_region_north;TP_region_northw;TP_region_outerldn;TP_region_scotland;TP_region_southe;TP_region_southw;TP_region_wales;TP_region_westmid;TP_region_yorkshire;sum_TP;Incurred;Capped Incurred
4365;2013-02-08;5;0;2;4;3;LD003;Head on collision;0;28;7;1;0;14;0;1;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;1;48;70.750505897984
4366;2013-02-08;5;0;2;4;3;LD003;Head on collision;1;155;7;1;1;8;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;4665;6786.864991462145
4367;2013-02-08;5;0;2;4;3;LD003;Head on collision;0;312;4;1;1;13;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4368;2013-02-09;6;1;2;4;4;LD003;Head on collision;235;67;8;0;2;12;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;866;1259.989496932608
4369;2013-02-11;1;0;2;4;3;LD003;Head on collision;1;109;4;2;1;17;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1913;2783.093016397312
4370;2013-02-11;1;0;2;4;3;LD003;Head on collision;2;284;4;1;1;13;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;449;653.1727326801921
4371;2013-02-11;1;0;2;4;3;LD003;Head on collision;0;56;4;3;0;8;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;18470;26866.023593403905
4372;2013-02-12;2;0;2;4;3;LD003;Head on collision;1;350;7;1;1;8;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4373;2013-02-13;3;0;2;4;3;LD003;Head on collision;0;75;7;3;0;9;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;866;1260.8569522979842
4374;2013-02-13;3;0;2;4;3;LD003;Head on collision;0;55;4;1;0;15;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;5256;7645.793905319937
4375;2013-02-13;3;0;2;4;3;LD003;Head on collision;0;18;7;1;0;7;1;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;1;18761;27289.087922332164
4376;2013-02-13;3;0;2;4;3;LD003;Head on collision;13;227;4;1;1;18;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4377;2013-02-13;3;0;2;4;3;LD003;Head on collision;0;342;4;2;1;13;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0.0
4378;2013-02-13;3;0;2;4;3;LD003;Head on collision;0;261;4;2;1;8;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2705;3934.9679543769607
4379;2013-02-13;3;0;2;4;3;LD003;Head on collision;1;229;7;3;0;16;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;21262;30927.364984302592
4380;2013-02-13;3;0;2;4;3;LD003;Head on collision;54;58;4;3;1;16;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;18791;27333.730137477123
4381;2013-02-13;3;0;2;4;3;LD003;Head on collision;0;229;4;3;0;12;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;17197;25014.23912025344
4382;2013-02-13;3;0;2;4;3;LD003;Head on collision;1;173;7;3;0;15;1;1;1;1;1;0;2;0;0;0;0;0;0;0;0;2;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;43040;62605.31159158272
4383;2013-02-15;5;0;2;4;3;LD003;Head on collision;1;66;7;2;0;21;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;3075;4473.657736275456
4384;2013-02-15;5;0;2;4;3;LD003;Head on collision;0;95;4;2;1;8;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0.0
4385;2013-02-15;5;0;2;4;3;LD003;Head on collision;0;290;2;1;0;8;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;182;266.16069503488006
4386;2013-02-15;5;0;2;4;3;LD003;Head on collision;0;290;7;1;1;13;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2830;4117.852934335744
4387;2013-02-15;5;0;2;4;4;LD003;Head on collision;5;53;7;1;1;16;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1380;2007.6302346470402
4388;2013-02-17;7;1;2;4;3;LD003;Head on collision;1;124;4;1;0;10;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;26547;38614.669802472956
4389;2013-02-17;7;1;2;4;3;LD003;Head on collision;0;189;4;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4390;2013-02-18;1;0;2;4;0;LD003;Head on collision;10;137;6;0;2;21;2;1;1;0;0;0;1;0;1;0;0;0;0;0;2;1;0;0;2;2;0;0;0;2;0;0;0;0;0;0;0;0;2;16045;23338.421141586692
4391;2013-02-19;2;0;2;4;3;LD003;Head on collision;0;171;4;2;0;17;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4320;6284.50254766976
4392;2013-02-19;2;0;2;4;3;LD003;Head on collision;0;0;4;1;1;17;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2026;2948.311527329536
4393;2013-02-19;2;0;2;4;3;LD003;Head on collision;1;280;7;1;1;19;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;23167;33698.7579319913
4394;2013-02-20;3;0;2;4;3;LD003;Head on collision;0;138;4;2;0;17;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3242;4716.164404517888
4395;2013-02-20;3;0;2;4;3;LD003;Head on collision;0;207;7;1;1;14;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1493;2172.55254130816
4396;2013-02-21;4;0;2;4;3;LD003;Head on collision;1;217;1;1;1;12;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.0
4397;2013-02-22;5;0;2;4;4;LD003;Head on collision;0;1;4;1;0;9;0;1;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;2;50428;72728.0
4398;2013-02-22;5;0;2;4;3;LD003;Head on collision;0;175;2;3;1;15;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2786;4053.788181985536
4399;2013-02-22;5;0;2;4;3;LD003;Head on collision;0;354;7;1;1;9;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;9515;13841.09665249152
4400;2013-02-23;6;1;2;4;3;LD003;Head on collision;1;184;4;1;1;14;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4401;2013-02-23;6;1;2;4;4;LD003;Head on collision;111;214;4;2;1;12;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;363;528.2591600660481
4402;2013-02-24;7;1;2;4;3;LD003;Head on collision;1;99;7;1;1;16;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;997;1451.0835666905602
4403;2013-02-24;7;1;2;4;3;LD003;Head on collision;1;207;4;1;1;10;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1044;1518.7027702940159
4404;2013-02-24;7;1;2;4;3;LD003;Head on collision;1;37;7;1;0;19;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0.0
4405;2013-02-24;7;1;2;4;3;LD003;Head on collision;1;69;7;1;1;19;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4406;2013-02-26;2;0;2;4;3;LD003;Head on collision;28;166;7;1;1;15;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;852;1239.318670299136
4407;2013-02-27;3;0;2;4;3;LD003;Head on collision;2;72;4;1;1;19;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;161;235.05924656896002
4408;2013-02-27;3;0;2;4;3;LD003;Head on collision;0;26;4;1;0;8;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1096;1594.933055207424
4409;2013-02-28;4;0;2;4;3;LD003;Head on collision;0;184;7;1;1;13;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4410;2013-03-01;5;0;3;2;0;LD003;Head on collision;62;39;6;0;2;0;2;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;2;623;906.2581248906241
4411;2013-03-01;5;0;3;2;2;LD003;Head on collision;0;151;7;2;0;15;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1297;1887.9213942251522
4412;2013-03-02;6;1;3;2;3;LD003;Head on collision;2;278;7;1;0;16;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;495;720.474574564608
4413;2013-03-03;7;1;3;2;3;LD003;Head on collision;2;92;7;1;0;19;1;1;1;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;2;465;676.5093977536001
4414;2013-03-03;7;1;3;2;3;LD003;Head on collision;1;122;4;1;0;12;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;34335;49942.87520615783
4415;2013-03-04;1;0;3;2;3;LD003;Head on collision;0;23;4;1;1;12;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;371;541.0805735152641
4416;2013-03-05;2;0;3;2;3;LD003;Head on collision;0;270;4;1;0;8;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1492;2171.5581412551683
4417;2013-03-05;2;0;3;2;3;LD003;Head on collision;1;222;4;1;1;9;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4418;2013-03-05;2;0;3;2;3;LD003;Head on collision;2;216;7;1;0;15;1;1;0;1;1;0;2;0;0;0;0;0;0;0;0;2;1;0;1;1;0;0;0;0;0;0;0;3;0;0;0;0;3;1492;2170.2252220352
4419;2013-03-05;2;0;3;2;4;LD003;Head on collision;8;185;7;3;0;8;1;1;0;1;0;0;1;1;1;0;0;0;0;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;4;85051;72728.0
4420;2013-03-06;3;0;3;2;3;LD003;Head on collision;0;226;4;2;1;8;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3388;4928.881386066432
4421;2013-03-06;3;0;3;2;3;LD003;Head on collision;0;253;4;2;1;16;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;12048;17525.116116899586
4422;2013-03-06;3;0;3;2;3;LD003;Head on collision;0;295;7;1;1;7;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4423;2013-03-08;5;0;3;2;3;LD003;Head on collision;0;257;4;1;1;12;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;1;767;1116.5843148224
4424;2013-03-08;5;0;3;2;3;LD003;Head on collision;8;169;7;1;1;19;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4425;2013-03-09;6;1;3;2;3;LD003;Head on collision;1;215;7;1;1;14;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;2;2;0;0;0;0;0;0;0;0;1;0;0;0;1;5199;7562.370088108289
4426;2013-03-09;6;1;3;2;3;LD003;Head on collision;2;219;7;1;1;12;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4427;2013-03-10;7;1;3;2;3;LD003;Head on collision;1;89;4;3;0;20;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;2;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4428;2013-03-11;1;0;3;2;3;LD003;Head on collision;0;4;4;3;1;15;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;13278;19314.528433534724
4429;2013-03-11;1;0;3;2;3;LD003;Head on collision;2;96;4;1;1;8;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;14777;21495.417009329667
4430;2013-03-11;1;0;3;2;3;LD003;Head on collision;0;40;4;2;1;11;1;1;1;0;0;0;1;0;1;0;0;0;0;1;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;2;21973;31962.11229050855
4431;2013-03-11;1;0;3;2;3;LD003;Head on collision;2;130;4;3;1;7;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4432;2013-03-12;2;0;3;2;3;LD003;Head on collision;1;105;7;1;0;14;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0.0
4433;2013-03-12;2;0;3;2;3;LD003;Head on collision;3;18;1;1;1;12;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1093;1590.19378686976
4434;2013-03-13;3;0;3;2;3;LD003;Head on collision;0;107;4;1;1;7;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4435;2013-03-13;3;0;3;2;3;LD003;Head on collision;0;52;7;1;1;17;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4436;2013-03-14;4;0;3;2;3;LD003;Head on collision;0;360;4;1;1;14;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;23;33.978861385216
4437;2013-03-14;4;0;3;2;3;LD003;Head on collision;1;140;7;1;0;12;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1784;2595.151406381824
4438;2013-03-14;4;0;3;2;3;LD003;Head on collision;0;76;4;3;0;7;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;89;130.266406941952
4439;2013-03-14;4;0;3;2;4;LD003;Head on collision;222;284;5;0;2;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4440;2013-03-14;4;0;3;2;3;LD003;Head on collision;0;15;7;1;0;6;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;8681;12627.18807716352
4441;2013-03-15;5;0;3;2;3;LD003;Head on collision;0;15;4;2;0;9;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;10748;15634.57119913037
4442;2013-03-15;5;0;3;2;3;LD003;Head on collision;1;108;4;2;1;17;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4443;2013-03-15;5;0;3;2;3;LD003;Head on collision;0;226;7;2;1;16;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1288;1874.5922020254723
4444;2013-03-16;6;1;3;2;3;LD003;Head on collision;0;247;7;2;0;12;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;27199;39563.496712610824
4445;2013-03-18;1;0;3;2;3;LD003;Head on collision;1;187;4;1;1;8;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.0
4446;2013-03-19;2;0;3;2;3;LD003;Head on collision;1;239;4;1;1;14;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0.0
4447;2013-03-19;2;0;3;2;3;LD003;Head on collision;0;357;4;3;1;6;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;706;1027.680718595328
4448;2013-03-20;3;0;3;2;3;LD003;Head on collision;0;202;4;1;1;17;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.0
4449;2013-03-20;3;0;3;2;3;LD003;Head on collision;1;262;7;2;1;8;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4450;2013-03-21;4;0;3;2;3;LD003;Head on collision;1;342;4;1;1;14;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4451;2013-03-21;4;0;3;2;3;LD003;Head on collision;0;340;4;3;1;7;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1538;2237.4212766799365
4452;2013-03-22;5;0;3;2;3;LD003;Head on collision;21;337;7;3;0;19;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;34456;50119.32832194407
4453;2013-03-22;5;0;3;2;3;LD003;Head on collision;1;139;7;1;0;17;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.0
4454;2013-03-22;5;0;3;2;3;LD003;Head on collision;3;120;7;1;0;20;1;1;1;1;2;0;1;0;0;0;0;0;0;0;0;1;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;31;45.31925347891201
4455;2013-03-22;5;0;3;2;3;LD003;Head on collision;1;289;7;3;1;18;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;469;683.427883228672
4456;2013-03-22;5;0;3;2;3;LD003;Head on collision;1;155;7;1;0;19;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;5728;8332.22614615552
4457;2013-03-22;5;0;3;2;3;LD003;Head on collision;0;361;4;3;0;7;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;48;70.45430162688
4458;2013-03-23;6;1;3;2;3;LD003;Head on collision;0;143;4;2;1;8;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4459;2013-03-23;6;1;3;2;3;LD003;Head on collision;0;7;7;1;1;12;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4460;2013-03-23;6;1;3;2;4;LD003;Head on collision;94;162;7;0;1;10;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;620;903.2114523878402
4461;2013-03-24;7;1;3;2;3;LD003;Head on collision;0;133;4;3;1;9;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4152;6039.5204580188165
4462;2013-03-24;7;1;3;2;3;LD003;Head on collision;1;152;4;3;1;11;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1040;1514.0269743001602
4463;2013-03-24;7;1;3;2;3;LD003;Head on collision;2;291;4;3;1;8;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1491;2169.1673496384
4464;2013-03-25;1;0;3;2;3;LD003;Head on collision;0;222;7;1;0;12;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;24392;35480.13041841076
4465;2013-03-25;1;0;3;2;3;LD003;Head on collision;0;58;7;1;0;8;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;23;33.978861385216
4466;2013-03-25;1;0;3;2;3;LD003;Head on collision;0;111;7;1;1;9;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;45;66.6459609984
4467;2013-03-25;1;0;3;2;3;LD003;Head on collision;0;229;4;1;1;10;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;12864;18712.87408657869
4468;2013-03-25;1;0;3;2;3;LD003;Head on collision;0;208;4;1;0;8;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;4039;5876.227274848769
4469;2013-03-26;2;0;3;2;3;LD003;Head on collision;0;169;4;1;1;14;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;23;33.978861385216
4470;2013-03-26;2;0;3;2;2;LD003;Head on collision;0;180;7;1;1;10;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;5520;8030.140104525313
4471;2013-03-26;2;0;3;2;3;LD003;Head on collision;0;237;4;2;1;9;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5380;7825.716842567682
4472;2013-03-26;2;0;3;2;3;LD003;Head on collision;0;262;1;1;1;9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2978;4332.220196823296
4473;2013-03-27;3;0;3;2;3;LD003;Head on collision;2;135;1;0;1;12;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;970;1411.011360299776
4474;2013-03-28;4;0;3;2;3;LD003;Head on collision;0;340;4;1;0;5;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;71;104.45432046003201
4475;2013-03-28;4;0;3;2;2;LD003;Head on collision;0;118;7;1;1;13;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4476;2013-03-28;4;0;3;2;2;LD003;Head on collision;239;157;6;0;2;0;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4477;2013-03-28;4;0;3;2;3;LD003;Head on collision;1;84;4;1;1;13;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3415;4967.599515789313
4478;2013-03-30;6;1;3;2;2;LD003;Head on collision;0;140;4;1;0;12;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
4479;2013-03-30;6;1;3;2;3;LD003;Head on collision;4;189;4;1;1;23;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;10925;15892.290072438784
